housenumber,street,x,y
4651,Sawmill Creek Road,-135.232443,57.050685
4639,Sawmill Creek Road,-135.232787,57.05055
4690,Sawmill Creek Road,-135.228731,57.048504
4670,Sawmill Creek Road,-135.229937,57.049034
4660,Sawmill Creek Road,-135.22985,57.049438
4650,Sawmill Creek Road,-135.23203,57.050158
4640,Sawmill Creek Road,-135.231755,57.049584
4630,Sawmill Creek Road,-135.232574,57.049156
4620,Sawmill Creek Road,-135.232705,57.048575
4600,Sawmill Creek Road,-135.232556,57.047534
4600,Sawmill Creek Road,-135.232595,57.047835
4694,Sawmill Creek Road,-135.229643,57.047353
4490,Sawmill Creek Road,-135.231681,57.045639
4400,Sawmill Creek Road,-135.230978,57.045351
4400,Sawmill Creek Road,-135.231437,57.044375
4300,Sawmill Creek Road,-135.231822,57.044036
4390,Sawmill Creek Road,-135.231324,57.044078
224,Smith Street,-135.306781,57.051663
224,Smith Street,-135.306787,57.051567
508,Degroff Street,-135.33194,57.054603
506,Degroff Street,-135.331979,57.054692
504,Degroff Street,-135.332413,57.054537
502,Degroff Street,-135.332328,57.054648
500,Degroff Street,-135.332496,57.054732
418,Monastery Street,-135.332729,57.054791
416,Monastery Street,-135.332599,57.054713
414,Monastery Street,-135.33256,57.054623
412,Monastery Street,-135.332521,57.054533
800,Halibut Point Road,-135.346321,57.058423
2035,Halibut Point Road,-135.369228,57.072604
110,Mcconkey Drive,-135.398272,57.104306
108,Mcconkey Drive,-135.398768,57.104556
106,Mcconkey Drive,-135.399331,57.10436
104,Mcconkey Drive,-135.399619,57.104161
4680,Sawmill Creek Road,-135.228545,57.049234
215,Smith Street,-135.307832,57.050507
215,Smith Street,-135.307973,57.050503
215,Smith Street,-135.308099,57.050503
215,Smith Street,-135.308232,57.050503
215,Smith Street,-135.308361,57.050501
215,Smith Street,-135.308395,57.050372
610,Airport Road,-135.366465,57.055128
607,Airport Road,-135.367748,57.053941
605,Airport Road,-135.367054,57.053572
603,Airport Road,-135.366628,57.053281
600,Airport Road,-135.36612,57.053
600,Airport Road,-135.365504,57.052693
496,Airport Road,-135.362398,57.051439
552,Airport Road,-135.363753,57.052177
551,Airport Road,-135.364188,57.051928
495,Airport Road,-135.363204,57.051366
485,Airport Road,-135.362849,57.05119
477,Airport Road,-135.362442,57.050944
1500,Unknown UNK,-135.344712,57.047956
95,Harbor Drive,-135.345131,57.047645
100,Airport Road,-135.349914,57.049643
1451,Unknown UNK,-135.348442,57.050032
1490,Unknown UNK,-135.347155,57.049404
203,Airport Road,-135.351187,57.049171
1293,Seward Avenue,-135.35248,57.05135
1292,Seward Avenue,-135.352766,57.051671
1290,Seward Avenue,-135.353,57.051777
1295,Seward Avenue,-135.352087,57.050892
601,Alice Loop,-135.34943,57.047329
500,Alice Loop,-135.351821,57.046902
202,Alice Loop,-135.35349,57.046966
200,Alice Loop,-135.354114,57.046996
413,Alice Loop,-135.353126,57.04724
100,Alice Loop,-135.35538,57.047466
671,Alice Loop,-135.347809,57.046729
669,Alice Loop,-135.347812,57.046804
667,Alice Loop,-135.347819,57.046889
665,Alice Loop,-135.347811,57.046969
663,Alice Loop,-135.34781,57.047058
301,Unknown UNK,-135.350344,57.049997
302,Unknown UNK,-135.349221,57.050292
1297,Seward Avenue,-135.351662,57.050554
299,Unknown UNK,-135.35024,57.050392
200,Airport Road,-135.352431,57.049896
386,Tongass Drive,-135.353594,57.04966
218,Tongass Drive,-135.355074,57.052645
220,Tongass Drive,-135.355224,57.052717
1234,Seward Avenue,-135.354862,57.052742
286,Tongass Drive,-135.35595,57.050668
222,Tongass Drive,-135.355423,57.051968
215,Tongass Drive,-135.356685,57.05257
4612,Halibut Point ROAD,-135.389449,57.115124
4614,Halibut Point ROAD,-135.389645,57.11453
143,Lillian Drive,-135.304333,57.047315
139,Lillian Drive,-135.304068,57.047245
131,Lillian Drive,-135.303125,57.047011
103,Kramer Avenue,-135.36998,57.076042
4515,Halibut Point ROAD,-135.392237,57.115145
1704,Edgecumbe Drive,-135.360139,57.067246
1300,Halibut Point Road,-135.355152,57.063542
2009,Sawmill Creek Road,-135.276963,57.042952
2009,Sawmill Creek Road,-135.276962,57.04315
2009,Sawmill Creek Road,-135.276826,57.043261
307,Price Street,-135.305568,57.052163
311,Price Street,-135.305699,57.05315
837,Lincoln Street,-135.322121,57.049165
1713,Sawmill Creek Road,-135.289588,57.046655
207,Vitskari Street,-135.300723,57.049722
209,Vitskari Street,-135.300725,57.049996
211,Vitskari Street,-135.300727,57.05027
213,Vitskari Street,-135.300729,57.050543
215,Vitskari Street,-135.300763,57.050868
217,Vitskari Street,-135.300845,57.051158
219,Vitskari Street,-135.300858,57.051372
339,Eliason Loop,-135.300086,57.050111
337,Eliason Loop,-135.299599,57.050111
335,Eliason Loop,-135.299082,57.050163
333,Eliason Loop,-135.298601,57.050115
331,Eliason Loop,-135.298052,57.050163
329,Eliason Loop,-135.297508,57.050163
327,Eliason Loop,-135.296964,57.050164
325,Eliason Loop,-135.296418,57.050164
315,Eliason Loop,-135.296753,57.050942
313,Eliason Loop,-135.297173,57.050902
311,Eliason Loop,-135.297491,57.050897
602,Versa Place,-135.298019,57.051072
601,Louise Court,-135.298744,57.051153
403,Louise Court,-135.299194,57.051173
405,Louise Court,-135.299706,57.051258
407,Louise Court,-135.300251,57.051396
336,Eliason Loop,-135.299653,57.050461
334,Eliason Loop,-135.299165,57.050503
332,Eliason Loop,-135.298715,57.05045
230,Vitskari Street,-135.300161,57.050502
310,Eliason Loop,-135.298175,57.05041
312,Eliason Loop,-135.297804,57.050599
314,Eliason Loop,-135.297329,57.05041
316,Eliason Loop,-135.296887,57.050558
318,Eliason Loop,-135.296511,57.05041
308,Eliason Loop,-135.298591,57.050751
306,Eliason Loop,-135.299058,57.050792
304,Eliason Loop,-135.299577,57.050762
302,Eliason Loop,-135.300047,57.050878
101,Scarlett Way,-135.299989,57.051622
99,Scarlett Way,-135.298915,57.052133
605,Versa Place,-135.298887,57.05187
604,Versa Place,-135.29805,57.051469
606,Versa Place,-135.298047,57.051696
608,Versa Place,-135.298222,57.051908
610,Versa Place,-135.298193,57.052153
612,Versa Place,-135.298203,57.052364
100,Nancy Court,-135.297907,57.051382
104,Nancy Court,-135.297618,57.051358
108,Nancy Court,-135.297212,57.051333
112,Nancy Court,-135.296834,57.051304
116,Nancy Court,-135.296466,57.051235
200,Nancy Court,-135.296023,57.051278
317,Eliason Loop,-135.295543,57.050909
321,Eliason Loop,-135.29561,57.050522
323,Eliason Loop,-135.295558,57.050141
613,Etolin Street,-135.328231,57.051959
306,Baranof Street,-135.330659,57.053587
415,Alice Loop,-135.352376,57.047215
205,Baranof Street,-135.330632,57.051828
118,Herb Didrickson Street,-135.309962,57.059366
309,Eliason Loop,-135.297635,57.051017
729,Siginaka Way,-135.349607,57.057637
4500,Sawmill Creek Road,-135.231289,57.046041
1460,Unknown UNK,-135.347444,57.049949
1000,Indian River Road,-135.307079,57.058427
801,Halibut Point Road,-135.347634,57.057779
1107,Edgecumbe Drive,-135.350455,57.062781
203,Price Street,-135.305426,57.050808
199,Price Street,-135.304993,57.050453
197,Price Street,-135.306176,57.050742
104,Toivo Circle,-135.393482,57.096694
106,Toivo Circle,-135.39318,57.09688
108,Toivo Circle,-135.392824,57.09702
110,Toivo Circle,-135.393151,57.097278
103,Toivo Circle,-135.394018,57.097036
102,Toivo Circle,-135.393862,57.09656
112,Toivo Circle,-135.393273,57.09744
109,Jarvis Street,-135.31338,57.049903
113,Jarvis Street,-135.313126,57.051024
127,Jarvis Street,-135.31356,57.050765
131,Jarvis Street,-135.313054,57.050282
103,Jarvis Street,-135.311718,57.05017
4266,Halibut Point Road,-135.396587,57.109093
1511,Davidoff Street,-135.361214,57.065301
2168,Halibut Point Road,-135.371242,57.076103
307,Kashevaroff Street,-135.35099,57.064384
1000,Lake Street,-135.340789,57.062189
209,Moller Drive,-135.346502,57.059473
217,Marine Street,-135.339182,57.051299
110,Jamestown Drive,-135.286064,57.046954
2226,Sawmill Creek Road,-135.26874,57.039705
2010,Cascade Creek Road,-135.361268,57.074994
2012,Cascade Creek Road,-135.360833,57.074692
1818,Edgecumbe Drive,-135.361151,57.070778
1820,Edgecumbe Drive,-135.360723,57.070721
1822,Edgecumbe Drive,-135.360151,57.070789
107,Granite Creek Road,-135.397712,57.101883
101,Krestof Road,-135.398402,57.10738
102,Shotgun Alley,-135.276392,57.041176
102,Horizon Way,-135.392654,57.112491
103,Horizon Way,-135.391897,57.112504
104,Horizon Way,-135.392046,57.112231
4420,Halibut Point ROAD,-135.393191,57.112681
1900,Sawmill Creek Road,-135.284188,57.044317
1606,Davidoff Street,-135.361632,57.066055
823,Charles Street,-135.336112,57.062831
825,Charles Street,-135.336148,57.0629
1102,Furuhelm Street,-135.347415,57.064528
214,Moller Drive,-135.345057,57.058727
212,Moller Drive,-135.344598,57.058591
1948,Dodge Circle,-135.364603,57.072862
1952,Dodge Circle,-135.364631,57.073151
1950,Dodge Circle,-135.365523,57.072946
1944,Dodge Circle,-135.36456,57.072666
1942,Dodge Circle,-135.365114,57.072495
1940,Dodge Circle,-135.365,57.072286
212,Lake Street,-135.334035,57.052237
112,Kelly Street,-135.320077,57.050271
114,Kelly Street,-135.319919,57.05012
116,Kelly Street,-135.319587,57.05016
118,Kelly Street,-135.319377,57.05001
111,Metlakatla Street,-135.319691,57.049568
113,Metlakatla Street,-135.319496,57.049805
104,Eagle Way,-135.308018,57.04726
181,Price Street,-135.305004,57.050203
179,Price Street,-135.305009,57.049948
101,Knutson Drive,-135.280853,57.042684
101,Rands Drive,-135.277572,57.038997
2415,Sawmill Creek Road,-135.262011,57.041109
2417,Sawmill Creek Road,-135.261654,57.041276
2411,Sawmill Creek Road,-135.262569,57.041421
223,Harbor Drive,-135.335481,57.0495
225,Harbor Drive,-135.335372,57.049458
621,Monastery Street,-135.335058,57.058609
619,Monastery Street,-135.335003,57.058447
1319,Sawmill Creek Road,-135.306053,57.048252
220,Shotgun Alley,-135.279736,57.036813
222,Shotgun Alley,-135.280624,57.036426
100,Haven Lane,-135.393536,57.094725
104,Haven Lane,-135.393787,57.094682
108,Haven Lane,-135.394058,57.094485
101,Haven Lane,-135.393461,57.09441
113,Naomi Kanosh Lane,-135.309053,57.058215
111,Naomi Kanosh Lane,-135.309316,57.058067
104,Eberhardt Drive,-135.362334,57.067713
1721,Edgecumbe Drive,-135.362528,57.06787
1719,Edgecumbe Drive,-135.362356,57.068112
1711,Edgecumbe Drive,-135.36176,57.067765
1723,Edgecumbe Drive,-135.362727,57.068553
1713,Edgecumbe Drive,-135.361815,57.068006
1509,Davidoff Street,-135.360804,57.065206
1704,Halibut Point Road,-135.363226,57.066086
1701,Halibut Point Road,-135.364005,57.066005
1614,Halibut Point Road,-135.362838,57.066425
1706,Halibut Point Road,-135.363379,57.066211
1607,Halibut Point Road,-135.36313,57.065185
1615,Halibut Point Road,-135.363585,57.06567
1613,Halibut Point Road,-135.363387,57.065338
1601,Davidoff Street,-135.361936,57.065394
1603,Davidoff Street,-135.362119,57.065603
1605,Davidoff Street,-135.362353,57.065807
1612,Halibut Point Road,-135.362403,57.066225
1515,Davidoff Street,-135.361155,57.065519
1601,Halibut Point Road,-135.362545,57.064863
1605,Halibut Point Road,-135.362874,57.065021
1500,Halibut Point Road,-135.35959,57.064254
1505,Halibut Point Road,-135.360798,57.064109
1507,Halibut Point Road,-135.361052,57.064184
1504,Halibut Point Road,-135.360296,57.064475
1506,Halibut Point Road,-135.360623,57.064597
1502,Halibut Point Road,-135.359973,57.064355
1509,Halibut Point Road,-135.361328,57.064325
1511,Halibut Point Road,-135.361647,57.06448
1508,Halibut Point Road,-135.360952,57.064733
1503,Halibut Point Road,-135.360332,57.063893
1512,Halibut Point Road,-135.361556,57.064995
1510,Halibut Point Road,-135.361232,57.064856
1513,Halibut Point Road,-135.361994,57.064642
1507,Edgecumbe Drive,-135.359436,57.066022
1505,Johnston Street,-135.35791,57.06681
1506,Edgecumbe Drive,-135.358832,57.066402
1510,Davidoff Street,-135.360267,57.065614
305,Charteris Street,-135.358678,57.067296
1706,Edgecumbe Drive,-135.360477,57.06734
322,Wortman Loop,-135.359721,57.067602
1702,Edgecumbe Drive,-135.360146,57.066973
306,Charteris Street,-135.358311,57.066835
302,Charteris Street,-135.359149,57.06661
1508,Edgecumbe Drive,-135.35942,57.066501
303,Charteris Street,-135.359378,57.067213
301,Charteris Street,-135.359677,57.06687
307,Charteris Street,-135.358815,57.067355
210,Charteris Street,-135.36059,57.065887
1602,Davidoff Street,-135.361205,57.065921
105,Gibson Place,-135.361347,57.066619
103,Gibson Place,-135.361826,57.066579
101,Gibson Place,-135.36198,57.066396
107,Gibson Place,-135.361358,57.066813
101,Eberhardt Drive,-135.360989,57.066949
109,Walton Circle,-135.379445,57.089038
110,Walton Circle,-135.3785,57.089202
111,Walton Circle,-135.379353,57.089309
112,Walton Circle,-135.378823,57.089423
107,Walton Circle,-135.379324,57.088816
105,Walton Circle,-135.379263,57.088599
106,Hope Street,-135.375935,57.085707
115,Hope Street,-135.377145,57.087215
109,Benson Street,-135.378342,57.087244
107,Benson Street,-135.37821,57.08693
100,Witz Lane,-135.377069,57.08779
111,Benson Street,-135.378345,57.087486
114,Benson Street,-135.377821,57.087362
117,Hope Street,-135.37756,57.087428
120,Hope Street,-135.376944,57.087485
112,Benson Street,-135.377612,57.087078
106,Witz Lane,-135.377433,57.088512
104,Witz Lane,-135.377034,57.088378
105,Witz Lane,-135.377883,57.088381
102,Witz Lane,-135.37707,57.088072
102,Walton Circle,-135.378344,57.088195
100,Walton Circle,-135.378452,57.087965
124,Hope Street,-135.37816,57.087856
122,Hope Street,-135.377842,57.087798
101,Witz Lane,-135.377675,57.087854
103,Witz Lane,-135.377776,57.088074
119,Hope Street,-135.3783,57.087635
104,Walton Circle,-135.378401,57.088448
126,Hope Street,-135.379156,57.088137
101,Walton Circle,-135.378972,57.088189
104,Benson Street,-135.377226,57.086109
102,Benson Street,-135.377326,57.085906
108,Hope Street,-135.375875,57.085985
110,Hope Street,-135.375904,57.086276
107,Hope Street,-135.376592,57.086141
105,Hope Street,-135.376625,57.085865
103,Hope Street,-135.376646,57.085575
105,Benson Street,-135.378055,57.086648
103,Benson Street,-135.377924,57.086397
116,Hope Street,-135.376276,57.087069
114,Hope Street,-135.376089,57.086819
106,Benson Street,-135.37719,57.086345
113,Hope Street,-135.376801,57.086979
110,Benson Street,-135.377432,57.086843
108,Benson Street,-135.377285,57.086621
118,Hope Street,-135.376559,57.087288
111,Hope Street,-135.376584,57.086723
112,Hope Street,-135.375929,57.086583
109,Hope Street,-135.376565,57.086422
102,Hope Street,-135.376192,57.085202
104,Hope Street,-135.376015,57.085437
701,Sirstad Street,-135.335466,57.058844
415,Verstovia Street,-135.339215,57.061284
2018,Cascade Creek Road,-135.360726,57.075456
1408,Davidoff Street,-135.357619,57.064763
1209,Georgeson Loop,-135.35129,57.067701
1403,Johnston Street,-135.355595,57.065687
1405,Edgecumbe Drive,-135.356765,57.065123
1404,Edgecumbe Drive,-135.356086,57.065633
1416,Halibut Point Road,-135.358888,57.064258
1419,Halibut Point Road,-135.359604,57.063846
111,Cascade Creek Road,-135.364444,57.07025
204,Cascade Creek Road,-135.362779,57.070613
1830,Edgecumbe Drive,-135.361456,57.071055
1867,Halibut Point Road,-135.367003,57.068226
2026,Halibut Point Road,-135.366589,57.072653
1935,Dodge Circle,-135.365413,57.07188
2025,Halibut Point Road,-135.368784,57.072271
2104,Halibut Point Road,-135.369062,57.074116
2108,Halibut Point Road,-135.37009,57.074428
2106,Halibut Point Road,-135.369651,57.074295
2112,Halibut Point Road,-135.370459,57.074807
2037,Halibut Point Road,-135.369419,57.072933
2028,Halibut Point Road,-135.368044,57.072717
2028,Halibut Point Road,-135.367957,57.07263
2034,Halibut Point Road,-135.368371,57.07314
2036,Halibut Point Road,-135.368544,57.073209
2032,Halibut Point Road,-135.368125,57.072978
2030,Halibut Point Road,-135.368121,57.072849
2027,Halibut Point Road,-135.368926,57.072389
2102,Halibut Point Road,-135.369297,57.073686
1929,Dodge Circle,-135.366261,57.071295
2004,Halibut Point Road,-135.3667,57.071148
2024,Halibut Point Road,-135.367082,57.072235
2020,Halibut Point Road,-135.367322,57.071929
2024,Halibut Point Road,-135.367713,57.072357
2026,Halibut Point Road,-135.367187,57.072586
2008,Halibut Point Road,-135.366346,57.071543
2022,Halibut Point Road,-135.367508,57.072118
2018,Halibut Point Road,-135.367564,57.071782
2014,Halibut Point Road,-135.367344,57.071684
2010,Halibut Point Road,-135.367174,57.071473
2023,Halibut Point Road,-135.3685,57.07199
2002,Halibut Point Road,-135.367014,57.071034
2006,Halibut Point Road,-135.367172,57.071207
1919,Dodge Circle,-135.364667,57.07119
1915,Dodge Circle,-135.365421,57.070889
1905,Dodge Circle,-135.364269,57.070833
1903,Dodge Circle,-135.364111,57.070654
1901,Dodge Circle,-135.363936,57.070537
1907,Dodge Circle,-135.364895,57.070669
115,Cascade Creek Road,-135.364142,57.070235
1921,Dodge Circle,-135.36494,57.071421
1923,Dodge Circle,-135.365401,57.071408
447,Verstovia Street,-135.336138,57.061237
511,Verstovia Street,-135.334535,57.061326
501,Verstovia Street,-135.335626,57.061341
505,Verstovia Street,-135.335249,57.061326
803,Charles Street,-135.335335,57.061544
800,Charles Street,-135.334641,57.061491
515,Verstovia Street,-135.334219,57.061318
512,Verstovia Street,-135.334345,57.060917
813,Charles Street,-135.335799,57.062144
714,Monastery Street,-135.335652,57.060822
715,A Street,-135.336717,57.060385
716,A Street,-135.336213,57.060731
718,A Street,-135.336564,57.060901
717,A Street,-135.337024,57.060519
714,Sirstad Street,-135.336981,57.060157
711,A Street,-135.335999,57.060154
712,Sirstad Street,-135.336713,57.059925
713,A Street,-135.336273,57.060349
712,Monastery Street,-135.335542,57.060591
710,Monastery Street,-135.335381,57.06045
711,Charles Street,-135.334808,57.060691
506,Verstovia Street,-135.33511,57.060863
719,A Street,-135.337306,57.060638
721,A Street,-135.337459,57.060824
424,Verstovia Avenue,-135.338153,57.060958
720,Sirstad Street,-135.337862,57.060497
718,Sirstad Street,-135.337563,57.060364
435,Verstovia Street,-135.337243,57.061257
431,Verstovia Street,-135.337605,57.061342
439,Verstovia Street,-135.336702,57.061339
716,Sirstad Street,-135.337344,57.060248
443,Verstovia Street,-135.336397,57.061271
718,Pherson Street,-135.333646,57.060836
503,1St Street,-135.334269,57.059146
712,Pherson Street,-135.333793,57.060238
703,Sirstad Street,-135.335659,57.059052
708,Sirstad Street,-135.336174,57.059686
706,Sirstad Street,-135.335733,57.059494
706,Monastery Street,-135.335191,57.060003
709,Monastery Street,-135.335871,57.059923
708,Monastery Street,-135.335265,57.060213
500,Pherson Street,-135.334891,57.059406
501,Pherson Street,-135.334976,57.059694
704,Monastery Street,-135.335035,57.059856
701,Charles Street,-135.334486,57.059969
701,Pherson Street,-135.334553,57.059766
708,Pherson Street,-135.333831,57.059902
706,Pherson Street,-135.333904,57.059738
702,Pherson Street,-135.334119,57.059597
502,Pherson Street,-135.334388,57.059465
707,Charles Street,-135.334823,57.06031
710,Pherson Street,-135.333697,57.060073
705,Charles Street,-135.334745,57.060135
907,Halibut Point Road,-135.349511,57.059475
801,Halibut Point Road,-135.347625,57.058599
716,Katlian Street,-135.346683,57.057496
717,Katlian Street,-135.347151,57.057638
720,Katlian Street,-135.346471,57.057685
711,Halibut Point Road,-135.346239,57.057725
714,Katlian Street,-135.346946,57.057283
715,Katlian Street,-135.347396,57.057485
711,Katlian Street,-135.347841,57.057244
806,Halibut Point Road,-135.346821,57.058736
810,Halibut Point Road,-135.347092,57.058957
808,Halibut Point Road,-135.34696,57.058845
207,Moller Drive,-135.345621,57.058872
602,O'cain Street,-135.345574,57.055099
615,Katlian Street,-135.349029,57.055792
611,Katlian Street,-135.348336,57.0553
613,Katlian Street,-135.348529,57.055465
617,Katlian Street,-135.348907,57.05584
618,Katlian Street,-135.347733,57.055752
509,O'cain Street,-135.345499,57.054492
506,Katlian Street,-135.345935,57.054203
503,Katlian Street,-135.346083,57.053875
604,O'cain Street,-135.345851,57.05523
511,O'cain Street,-135.345732,57.054761
608,O'cain Street,-135.346175,57.055355
514,Katlian Street,-135.346312,57.054566
601,O'cain Street,-135.346045,57.054914
603,O'cain Street,-135.3464,57.054998
600,Katlian Street,-135.346551,57.054724
604,Katlian Street,-135.346776,57.054848
508,Katlian Street,-135.346103,57.054361
507,Katlian Street,-135.346903,57.054235
505,Katlian Street,-135.346475,57.053982
507,O'cain Street,-135.345312,57.054317
502,O'cain Street,-135.344654,57.054241
504,O'cain Street,-135.344749,57.054373
506,O'cain Street,-135.344843,57.054494
502,Katlian Street,-135.345293,57.053909
504,Katlian Street,-135.3458,57.054034
505,O'cain Street,-135.345189,57.054221
501,Katlian Street,-135.345975,57.053642
606,Katlian Street,-135.347029,57.054987
237,Lakeview Drive,-135.34354,57.056701
612,Halibut Point Road,-135.344788,57.05709
238,Lakeview Drive,-135.343963,57.057078
603,Halibut Point Road,-135.345414,57.056689
239,Lakeview Drive,-135.343963,57.056561
240,Lakeview Drive,-135.344403,57.056907
236,Lakeview Drive,-135.343667,57.057153
700,Katlian Street,-135.347319,57.056567
707,Halibut Point Road,-135.345935,57.057436
703,Halibut Point Road,-135.346472,57.056951
118,Osprey Street,-135.342869,57.054932
510,O'cain Street,-135.345269,57.054974
505,Andrews Street,-135.344085,57.054599
108,Osprey Street,-135.344368,57.054598
114,Osprey Street,-135.343448,57.054783
116,Osprey Street,-135.343199,57.054849
508,O'cain Street,-135.344934,57.054814
604,Halibut Point Road,-135.343744,57.056403
514,Halibut Point Road,-135.342427,57.056278
602,Halibut Point Road,-135.343478,57.056306
201,Crabapple Drive,-135.343061,57.056149
235,Lakeview Drive,-135.3432,57.056854
203,Crabapple Drive,-135.342912,57.056458
509,Halibut Point Road,-135.34229,57.055456
601,Halibut Point Road,-135.34532,57.056021
805,Sirstad Street,-135.339481,57.060598
804,Lake Street,-135.339876,57.060256
321,Cascade Street,-135.343632,57.060831
309,Peterson Street,-135.344886,57.061566
312,Peterson Street,-135.344187,57.061271
314,Wachusetts Street,-135.345394,57.061902
313,Moller Avenue,-135.342644,57.060178
302,Gavan Street,-135.346358,57.059783
300,Peterson Street,-135.346062,57.06102
309,Cascade Street,-135.345369,57.060294
303,Gavan Street,-135.34629,57.060184
307,Cascade Street,-135.345622,57.060161
305,Cascade Street,-135.345959,57.060073
311,Cascade Street,-135.345097,57.060384
313,Cascade Street,-135.344768,57.060476
301,Gavan Street,-135.346674,57.060239
215,Brady Street,-135.34651,57.060677
214,Brady Street,-135.346103,57.060545
319,Cascade Street,-135.343999,57.060677
317,Cascade Street,-135.344141,57.060563
315,Cascade Street,-135.344411,57.060562
304,Peterson Street,-135.345398,57.061089
302,Peterson Street,-135.345685,57.061065
310,Peterson Street,-135.344437,57.061218
308,Peterson Street,-135.344778,57.061198
306,Peterson Street,-135.344984,57.06111
305,Peterson Street,-135.345529,57.061463
307,Peterson Street,-135.345175,57.06152
206,Peterson Street,-135.347811,57.060699
204,Peterson Street,-135.348014,57.060646
207,Brady Street,-135.347409,57.060243
209,Brady Street,-135.347236,57.060358
211,Brady Street,-135.347004,57.0605
208,Peterson Street,-135.347597,57.06079
210,Peterson Street,-135.347405,57.060873
442,Kaagwaantaan Street,-135.343761,57.052953
426,Katlian Street,-135.343816,57.052807
436,Kaagwaantaan Street,-135.343508,57.052927
444,Katlian Street,-135.344146,57.05299
434,Kaagwaantaan Street,-135.343328,57.052883
420,Katlian Street,-135.343436,57.05272
476,Katlian Street,-135.344642,57.053172
478,Katlian Street,-135.34469,57.053243
480,Katlian Street,-135.344782,57.053282
458,Katlian Street,-135.344377,57.053061
474,Katlian Street,-135.343811,57.053805
482,Katlian Street,-135.344177,57.053969
498,Katlian Street,-135.345475,57.053729
484,Katlian Street,-135.344957,57.053555
470,Katlian Street,-135.344289,57.053509
421,Katlian Street,-135.343787,57.052587
425,Katlian Street,-135.34397,57.052632
435,Katlian Street,-135.344487,57.052704
495,Katlian Street,-135.345819,57.053403
488,Katlian Street,-135.345153,57.0535
475,Katlian Street,-135.345152,57.053032
429,Katlian Street,-135.344209,57.052587
486,Katlian Street,-135.344798,57.053438
298,Kaagwaantaan Street,-135.341116,57.051791
350,Kaagwaantaan Street,-135.341731,57.052055
332,Kaagwaantaan Street,-135.341245,57.051965
337,Kaagwaantaan Street,-135.341718,57.051776
335,Kaagwaantaan Street,-135.341691,57.051708
300,Kaagwaantaan Street,-135.341309,57.051742
314,Kaagwaantaan Street,-135.341373,57.051819
310,Katlian Street,-135.341958,57.051697
339,Kaagwaantaan Street,-135.341768,57.051842
338,Kaagwaantaan Street,-135.341564,57.051939
314,Katlian Street,-135.342082,57.051763
336,Kaagwaantaan Street,-135.341491,57.051868
354,Kaagwaantaan Street,-135.341351,57.052284
340,Kaagwaantaan Street,-135.341334,57.052047
344,Katlian Street,-135.342526,57.052287
338,Katlian Street,-135.342478,57.052205
371,Kaagwaantaan Street,-135.342206,57.052189
332,Katlian Street,-135.342405,57.052111
361,Kaagwaantaan Street,-135.342126,57.052068
320,Katlian Street,-135.342054,57.051947
319,Katlian Street,-135.343021,57.051716
335,Katlian Street,-135.342783,57.052143
331,Katlian Street,-135.342724,57.052049
325,Katlian Street,-135.342649,57.05197
328,Katlian Street,-135.342271,57.052013
350,Katlian Street,-135.342618,57.052381
416,Kaagwaantaan Street,-135.342396,57.052587
414,Kaagwaantaan Street,-135.342229,57.052469
380,Kaagwaantaan Street,-135.34207,57.052401
362,Kaagwaantaan Street,-135.341954,57.052295
105,Erler Street,-135.342003,57.052756
356,Kaagwaantaan Street,-135.341866,57.052188
810,Lake Street,-135.340757,57.060684
400,Verstovia Avenue,-135.341041,57.060898
411,Verstovia Street,-135.33969,57.061249
403,Verstovia Street,-135.341055,57.061246
809,Lake Street,-135.341141,57.060269
808,Lake Street,-135.340552,57.060506
802,Sirstad Street,-135.338714,57.060891
328,Cascade Street,-135.342711,57.061061
903,Lake Street,-135.342047,57.061208
315,Moller Avenue,-135.342441,57.060363
324,Cascade Street,-135.34282,57.060725
326,Cascade Street,-135.342822,57.060907
815,Lake Street,-135.341959,57.060813
901,Lake Street,-135.34211,57.061039
401,Verstovia Street,-135.341393,57.061229
322,Cascade Street,-135.343035,57.060477
813,Lake Street,-135.341773,57.060627
224,Lakeview Drive,-135.341262,57.057713
234,Lakeview Drive,-135.343301,57.057283
232,Lakeview Drive,-135.342976,57.057399
230,Lakeview Drive,-135.342604,57.057459
226,Lakeview Drive,-135.341654,57.05755
228,Lakeview Drive,-135.342129,57.057514
228,Lakeview Drive,-135.342397,57.057751
218,Lakeview Drive,-135.339907,57.057233
216,Lakeview Drive,-135.339465,57.057087
224,Lakeview Drive,-135.340947,57.057509
222,Lakeview Drive,-135.340608,57.057454
220,Lakeview Drive,-135.340246,57.057394
213,Lakeview Drive,-135.339989,57.056745
202,Lakeview Drive,-135.341041,57.055818
211,Lakeview Drive,-135.340184,57.056438
217,Lakeview Drive,-135.34026,57.056899
214,Lakeview Drive,-135.33924,57.056891
225,Lakeview Drive,-135.341398,57.057111
206,Crabapple Drive,-135.341978,57.05641
205,Lakeview Drive,-135.34146,57.05629
211,Lakeview Drive,-135.342329,57.05706
210,Crabapple Drive,-135.341151,57.056526
212,Crabapple Drive,-135.341265,57.05677
213,Crabapple Drive,-135.341668,57.056852
207,Crabapple Drive,-135.34214,57.05674
208,Crabapple Drive,-135.341578,57.056451
227,Lakeview Drive,-135.341726,57.057139
233,Lakeview Drive,-135.342886,57.05696
223,Lakeview Drive,-135.341004,57.057072
219,Lakeview Drive,-135.340613,57.056997
