housenumber,street,x,y
614,Biorka Street,-135.328658,57.053263
618,Biorka Street,-135.328207,57.053326
616,Biorka Street,-135.328436,57.053293
617,Biorka Street,-135.328381,57.053589
610,Sawmill Creek Road,-135.329223,57.053803
607,Sawmill Creek Road,-135.329908,57.054079
608,Biorka Street,-135.329467,57.053123
609,Oja Street,-135.329765,57.052838
601,Oja Street,-135.329791,57.052809
200,Baranof Street,-135.330174,57.052452
609,Biorka Street,-135.329344,57.053481
607,Biorka Street,-135.329598,57.053427
603,Sawmill Creek Road,-135.330366,57.054087
606,Sawmill Creek Road,-135.329941,57.053753
601,Sawmill Creek Road,-135.330647,57.053947
605,Sawmill Creek Road,-135.330112,57.054046
2011,Sawmill Creek Road,-135.276479,57.042538
2108,Sawmill Creek Road,-135.275346,57.040621
106,Shotgun Alley,-135.277017,57.040729
2103,Sawmill Creek Road,-135.27482,57.041205
2105,Sawmill Creek Road,-135.273447,57.040796
101,Seaview Heights Road,-135.273823,57.041492
2103,Sawmill Creek Road,-135.274244,57.041003
104,Shotgun Alley,-135.276615,57.040641
2101,Sawmill Creek Road,-135.275077,57.041377
110,Shotgun Alley,-135.276845,57.040156
108,Seaview Heights Road,-135.272777,57.042068
2111,Sawmill Creek Road,-135.272052,57.041898
2109,Sawmill Creek Road,-135.27285,57.041371
109,Seaview Heights Road,-135.273252,57.041412
2107,Sawmill Creek Road,-135.273001,57.04095
2113,Sawmill Creek Road,-135.272766,57.040509
2110,Sawmill Creek Road,-135.273974,57.039279
2212,Sawmill Creek Road,-135.269783,57.038219
2202,Sawmill Creek Road,-135.272502,57.038239
2206,Sawmill Creek Road,-135.270727,57.038521
2204,Sawmill Creek Road,-135.271347,57.038522
2224,Sawmill Creek Road,-135.269697,57.040341
2222,Sawmill Creek Road,-135.26933,57.040294
2307,Sawmill Creek Road,-135.268831,57.040893
2217,Sawmill Creek Road,-135.269679,57.04139
2219,Sawmill Creek Road,-135.269321,57.04135
2213,Sawmill Creek Road,-135.26998,57.040787
2215,Sawmill Creek Road,-135.269964,57.041171
2201,Sawmill Creek Road,-135.272166,57.040275
2205,Sawmill Creek Road,-135.271327,57.040461
2203,Sawmill Creek Road,-135.271292,57.041538
2207,Sawmill Creek Road,-135.270864,57.040844
2210,Sawmill Creek Road,-135.269977,57.039858
2220,Sawmill Creek Road,-135.269773,57.040224
2222,Sawmill Creek Road,-135.26977,57.04029
2218,Sawmill Creek Road,-135.268422,57.038774
2310,Sawmill Creek Road,-135.26758,57.040337
314,Islander Drive,-135.277043,57.033163
312,Islander Drive,-135.277346,57.033554
316,Islander Drive,-135.276106,57.033095
313,Islander Drive,-135.276014,57.033777
315,Islander Drive,-135.275741,57.033298
311,Islander Drive,-135.276566,57.034198
309,Islander Drive,-135.276053,57.03488
310,Islander Drive,-135.277806,57.033925
2216,Sawmill Creek Road,-135.268539,57.038296
2214,Sawmill Creek Road,-135.268804,57.038211
2334,Sawmill Creek Road,-135.266195,57.038772
2332,Sawmill Creek Road,-135.267001,57.038707
2409,Sawmill Creek Road,-135.263029,57.041116
2412,Sawmill Creek Road,-135.263851,57.040751
2323,Sawmill Creek Road,-135.265827,57.041792
2319,Sawmill Creek Road,-135.266933,57.041217
2404,Sawmill Creek Road,-135.265063,57.041235
2330,Sawmill Creek Road,-135.265675,57.041231
2408,Sawmill Creek Road,-135.26444,57.040999
2401,Sawmill Creek Road,-135.265469,57.041922
2405,Sawmill Creek Road,-135.263138,57.04181
2318,Sawmill Creek Road,-135.266611,57.040701
2315,Sawmill Creek Road,-135.267256,57.041012
2309,Sawmill Creek Road,-135.267826,57.040842
2506,Sawmill Creek Road,-135.261867,57.039932
203,Blueberry Road,-135.264532,57.038992
205,Blueberry Road,-135.265144,57.038773
2502,Sawmill Creek Road,-135.264941,57.037812
204,Blueberry Road,-135.265694,57.03891
202,Blueberry Road,-135.264734,57.039704
2575,Sawmill Creek Road,-135.259911,57.040365
2511,Sawmill Creek Road,-135.260943,57.040251
2513,Sawmill Creek Road,-135.260046,57.040595
2413,Sawmill Creek Road,-135.262493,57.040895
2501,Sawmill Creek Road,-135.261707,57.040552
2507,Sawmill Creek Road,-135.261183,57.040455
2605,Sawmill Creek Road,-135.258794,57.0395
113,Anna Drive,-135.281568,57.043874
117,Anna Drive,-135.281293,57.044531
115,Anna Drive,-135.2817,57.044245
125,Riggs Road,-135.282159,57.044704
123,Riggs Road,-135.282358,57.044484
1907,Sawmill Creek Road,-135.282431,57.044164
1919,Sawmill Creek Road,-135.28014,57.043967
2004,Sawmill Creek Road,-135.278906,57.042674
2005,Sawmill Creek Road,-135.278045,57.043029
2005,Sawmill Creek Road,-135.277736,57.042956
2005,Sawmill Creek Road,-135.277512,57.043123
122,Anna Drive,-135.278184,57.044056
2007,Sawmill Creek Road,-135.27726,57.043374
2005,Sawmill Creek Road,-135.277963,57.043264
1930,Sawmill Creek Road,-135.280114,57.04352
2001,Sawmill Creek Road,-135.278795,57.043608
1945,Sawmill Creek Road,-135.279405,57.043772
1955,Sawmill Creek Road,-135.279163,57.043701
1950,Sawmill Creek Road,-135.27942,57.04336
2000,Sawmill Creek Road,-135.279207,57.043365
1940,Sawmill Creek Road,-135.279835,57.04342
2003,Sawmill Creek Road,-135.278421,57.043415
2002,Sawmill Creek Road,-135.279351,57.042789
1960,Sawmill Creek Road,-135.280064,57.042986
2002,Sawmill Creek Road,-135.278417,57.043204
103,Cedar Beach Road,-135.279524,57.041951
102,Cedar Beach Road,-135.280253,57.042819
101,Cedar Beach Road,-135.279909,57.042299
2000,Sawmill Creek Road,-135.27956,57.042449
103,Cedar Beach Road,-135.279309,57.042094
2006,Sawmill Creek Road,-135.278496,57.04257
130,Anna Drive,-135.279182,57.045341
2007,Sawmill Creek Road,-135.277393,57.04366
2200,Sawmill Creek Road,-135.272703,57.037483
212,Shotgun Alley,-135.279629,57.03768
214,Shotgun Alley,-135.280364,57.038208
216,Shotgun Alley,-135.281034,57.037523
209,Shotgun Alley,-135.280761,57.039791
113,Cedar Beach Road,-135.279433,57.041443
111,Cedar Beach Road,-135.279983,57.04135
106,Remington Way,-135.279208,57.040244
112,Shotgun Alley,-135.278831,57.040532
203,Shotgun Alley,-135.280114,57.040691
205,Shotgun Alley,-135.280315,57.04029
101,Winchester Way,-135.278739,57.038831
104,Winchester Way,-135.279197,57.038795
210,Shotgun Alley,-135.278904,57.038314
202,Shotgun Alley,-135.277208,57.039763
102,Rands Drive,-135.277717,57.039607
103,Rands Drive,-135.278212,57.039167
201,Shotgun Alley,-135.276201,57.039668
204,Shotgun Alley,-135.277384,57.039397
206,Shotgun Alley,-135.277843,57.038723
110,Rands Drive,-135.279685,57.039394
108,Rands Drive,-135.279405,57.039739
104,Rands Drive,-135.278225,57.039732
106,Rands Drive,-135.27886,57.039721
102,Winchester Way,-135.279202,57.03905
104,Remington Way,-135.278574,57.040076
102,Remington Way,-135.277964,57.040029
217,Shotgun Alley,-135.278716,57.036805
218,Shotgun Alley,-135.28087,57.03676
303,Islander Drive,-135.277229,57.035993
302,Islander Drive,-135.279011,57.035879
301,Islander Drive,-135.277977,57.036292
304,Islander Drive,-135.278227,57.035441
305,Islander Drive,-135.276976,57.035633
307,Islander Drive,-135.277031,57.035161
306,Islander Drive,-135.27853,57.035017
215,Shotgun Alley,-135.275724,57.037799
2116,Sawmill Creek Road,-135.275015,57.038053
211,Shotgun Alley,-135.276288,57.038993
213,Shotgun Alley,-135.276861,57.038178
208,Shotgun Alley,-135.27799,57.03812
2015,Sawmill Creek Road,-135.275608,57.042252
2013,Sawmill Creek Road,-135.274994,57.042702
2097,Sawmill Creek Road,-135.275075,57.041912
2015,Kainulainen Drive,-135.2762,57.041717
2009,Sawmill Creek Road,-135.277132,57.042791
2010,Sawmill Creek Road,-135.277622,57.04234
2008,Sawmill Creek Road,-135.278087,57.042445
2012,Sawmill Creek Road,-135.276973,57.042135
2012,Kainulainen Drive,-135.277564,57.041452
108,Shotgun Alley,-135.277929,57.040938
2010,Kainulainen Drive,-135.278151,57.041742
2013,Kainulainen Drive,-135.276683,57.041822
606,Lake Street,-135.335271,57.057466
604,Lake Street,-135.335146,57.057276
502,Monastery Street,-135.332975,57.055294
520,Monastery Street,-135.333374,57.05646
407,Hirst Street,-135.333806,57.055944
521,Monastery Street,-135.333993,57.056389
525,Monastery Street,-135.334115,57.056658
520,Lake Street,-135.334625,57.056355
517,Monastery Street,-135.333772,57.056086
519,Monastery Street,-135.333987,57.056191
505,Hirst Street,-135.332686,57.056117
502,Hirst Street,-135.333034,57.055772
406,Hirst Street,-135.333792,57.055605
502,Monastery Street,-135.333545,57.055709
507,Highland Street,-135.332341,57.055589
518,Monastery Street,-135.333311,57.056299
514,Monastery Street,-135.333236,57.05603
516,Monastery Street,-135.333286,57.056152
517,Highland Street,-135.332746,57.056231
519,Highland Street,-135.332611,57.05639
508,Hirst Street,-135.332456,57.05587
407,Degroff Street,-135.333798,57.055127
403,Degroff Street,-135.334474,57.055216
401,Degroff Street,-135.33477,57.055235
406,Degroff Street,-135.33381,57.054844
405,Degroff Street,-135.334177,57.055187
402,Degroff Street,-135.334218,57.054903
510,Lake Street,-135.334583,57.055554
404,Hirst Street,-135.334185,57.055546
514,Lake Street,-135.334676,57.056065
411,Degroff Street,-135.333372,57.055077
409,Degroff Street,-135.333635,57.055115
505,Monastery Street,-135.333533,57.055427
504,Monastery Street,-135.33303,57.055466
510,Kinkead Street,-135.333013,57.056923
502,Kinkead Street,-135.333584,57.05679
524,Monastery Street,-135.333581,57.056596
520,Kinkead Street,-135.332911,57.056703
601,Baranof Street,-135.331559,57.056085
521,Highland Street,-135.332672,57.056524
304,Monastery Street,-135.332017,57.053042
413,Hollywood Way,-135.334093,57.054487
411,Hollywood Way,-135.334042,57.054347
304,Lake Street,-135.333883,57.052615
209,Lake Street,-135.334905,57.052342
406,Hollywood Way,-135.333363,57.05399
406,Sawmill Creek Road,-135.333639,57.053279
407,Sawmill Creek Road,-135.333425,57.053632
409,Sawmill Creek Road,-135.333188,57.053667
414,Sawmill Creek Road,-135.332762,57.053404
412,Sawmill Creek Road,-135.333214,57.053288
310,Erler Street,-135.336547,57.053224
307,Erler Street,-135.336195,57.053112
312,Erler Street,-135.336265,57.053263
401,Halibut Point Road,-135.336458,57.053688
403,Sawmill Creek Road,-135.334242,57.053446
400,Lake Street,-135.334455,57.053478
402,Lake Street,-135.334237,57.053741
404,Hollywood Way,-135.3334,57.053855
405,Sawmill Creek Road,-135.333916,57.053556
404,Lake Street,-135.334377,57.054007
408,Lake Street,-135.334581,57.054254
410,Lake Street,-135.3347,57.054381
407,Hollywood Way,-135.333901,57.053986
313,Erler Street,-135.335603,57.053215
305,Lake Street,-135.335446,57.05275
404,Sawmill Creek Road,-135.333883,57.053161
402,Sawmill Creek Road,-135.334345,57.053202
306,Lake Street,-135.334337,57.05297
406,Oja Way,-135.333002,57.05233
404,Oja Way,-135.333288,57.052324
203,Lake Street,-135.33398,57.051716
330,Seward Street,-135.33375,57.051374
345,Lincoln Street,-135.333491,57.050995
217,Tongass Drive,-135.356423,57.052734
219,Tongass Drive,-135.356464,57.052287
221,Tongass Drive,-135.356217,57.05249
223,Tongass Drive,-135.355918,57.052654
225,Tongass Drive,-135.355373,57.053028
1332,Seward Avenue,-135.351676,57.051852
1331,Seward Avenue,-135.353693,57.052917
1330,Seward Avenue,-135.353899,57.053703
1212,Seward Avenue,-135.359363,57.05444
1211,Seward Avenue,-135.359247,57.054055
1209,Seward Avenue,-135.359723,57.054028
1207,Seward Avenue,-135.360199,57.054015
1205,Seward Avenue,-135.360753,57.053994
1210,Seward Avenue,-135.360987,57.054398
1204,Seward Avenue,-135.362148,57.054642
1203,Seward Avenue,-135.362497,57.054797
1202,Seward Avenue,-135.362744,57.055114
1201,Seward Avenue,-135.363299,57.055219
7,Lifesaver Drive,-135.360223,57.052356
1,Lifesaver Drive,-135.360438,57.051508
2,Lifesaver Drive,-135.359902,57.051677
3,Lifesaver Drive,-135.359681,57.052035
4,Lifesaver Drive,-135.35919,57.052329
5,Lifesaver Drive,-135.359542,57.052658
6,Lifesaver Drive,-135.359928,57.052536
8,Lifesaver Drive,-135.360326,57.052084
9,Lifesaver Drive,-135.360606,57.051843
10,Lifesaver Drive,-135.361226,57.052031
11,Lifesaver Drive,-135.361532,57.052356
12,Lifesaver Drive,-135.361783,57.052652
13,Lifesaver Drive,-135.362276,57.052904
12,Lifesaver Drive,-135.362459,57.053227
14,Lifesaver Drive,-135.361963,57.053413
15,Lifesaver Drive,-135.362342,57.053679
114,Lincoln Street,-135.337662,57.049091
112,Lincoln Street,-135.33772,57.049134
1217,Halibut Point Road,-135.354689,57.062737
106,Patterson Way,-135.387068,57.09162
122,Granite Creek Road,-135.39683,57.101731
123,Granite Creek Road,-135.397019,57.10199
121,Granite Creek Road,-135.396873,57.10183
120,Granite Creek Road,-135.397075,57.101915
119,Granite Creek Road,-135.396914,57.101718
118,Granite Creek Road,-135.396989,57.101821
117,Granite Creek Road,-135.396717,57.101911
115,Granite Creek Road,-135.397381,57.101886
114,Granite Creek Road,-135.397222,57.101665
113,Granite Creek Road,-135.397286,57.101746
112,Granite Creek Road,-135.39732,57.101822
111,Granite Creek Road,-135.39742,57.101636
110,Granite Creek Road,-135.397436,57.101722
109,Granite Creek Road,-135.39749,57.101798
200,Lakeview Drive,-135.341393,57.055654
212,Lakeview Drive,-135.339084,57.05666
506,Andrews Street,-135.34364,57.054683
500,O'cain Street,-135.344553,57.054119
503,O'cain Street,-135.345078,57.054057
120,Osprey Street,-135.342583,57.054986
506,1St Street,-135.333875,57.058854
4705,Halibut Point Road,-135.387544,57.117922
3516,Halibut Point Road,-135.395181,57.097616
4305,Halibut Point Road,-135.397377,57.110514
4010,Halibut Point Road,-135.399647,57.106036
4013,Halibut Point Road,-135.401087,57.10652
3914,Halibut Point Road,-135.400278,57.104427
102,Mcconkey Drive,-135.39996,57.104017
3922,Halibut Point Road,-135.398696,57.104717
3916,Halibut Point Road,-135.400553,57.104627
3920,Halibut Point Road,-135.399605,57.104849
3918,Halibut Point Road,-135.399438,57.104574
4002,Halibut Point Road,-135.40015,57.105228
4008,Halibut Point Road,-135.40008,57.105714
4257,Halibut Point Road,-135.398726,57.109086
4302,Halibut Point Road,-135.397179,57.109627
4307,Halibut Point Road,-135.396243,57.110123
4120,Halibut Point Road,-135.397587,57.107726
103,Krestof Drive,-135.398144,57.107096
4014,Halibut Point Road,-135.399665,57.106265
4102,Halibut Point Road,-135.399436,57.106912
4018,Halibut Point Road,-135.399691,57.106564
4106,Halibut Point Road,-135.399242,57.107048
4112,Halibut Point Road,-135.398732,57.107444
4110,Halibut Point Road,-135.398796,57.107287
4116,Halibut Point Road,-135.398629,57.107716
4118,Halibut Point Road,-135.398071,57.107874
4017,Halibut Point Road,-135.401122,57.106848
102,Krestof Drive,-135.397607,57.106803
4016,Halibut Point Road,-135.398816,57.10643
4122,Halibut Point Road,-135.396949,57.107652
500,Nelson Logging Road,-135.345861,57.125677
405,Spruce Street,-135.339433,57.053804
1400,Sawmill Creek Road,-135.304724,57.046861
401,Kinkead Street,-135.334977,57.056861
115,Herb Didrickson Street,-135.309345,57.058976
113,Herb Didrickson Street,-135.309513,57.058712
111,Herb Didrickson Street,-135.309672,57.058564
109,Herb Didrickson Street,-135.309854,57.058343
107,Herb Didrickson Street,-135.310017,57.058129
105,Herb Didrickson Street,-135.310215,57.05787
103,Herb Didrickson Street,-135.310414,57.057676
100,Herb Didrickson Street,-135.311324,57.057625
102,Herb Didrickson Street,-135.311004,57.057454
108,Herb Didrickson Street,-135.310445,57.058421
110,Herb Didrickson Street,-135.310237,57.05867
112,Herb Didrickson Street,-135.310283,57.058812
114,Herb Didrickson Street,-135.310202,57.058929
116,Herb Didrickson Street,-135.310085,57.059109
190,Yaw Drive,-135.311328,57.057239
300,Yaw Drive,-135.311359,57.058331
302,Yaw Drive,-135.311556,57.058502
400,Yaw Drive,-135.311944,57.058968
100,Gil Truitt Court,-135.311107,57.058194
102,Gil Truitt Court,-135.310717,57.058212
101,Thomas Young Sr Circle,-135.311452,57.058655
103,Thomas Young Sr Circle,-135.311098,57.058666
100,Thomas Young Sr Circle,-135.311647,57.058889
102,Thomas Young Sr Circle,-135.31148,57.059029
104,Thomas Young Sr Circle,-135.310912,57.059061
104,Thomas Young Sr Circle,-135.310457,57.059026
405,De Armond Street,-135.341941,57.053632
306,Price Street,-135.304317,57.051913
100,Jewells Court,-135.304188,57.051597
104,Jewells Court,-135.303237,57.05168
101,Marys Court,-135.30357,57.052848
103,Marys Court,-135.303257,57.052888
105,Marys Court,-135.302686,57.052855
107,Marys Court,-135.302257,57.052755
310,Price Street,-135.304104,57.05215
201,Monastery Street,-135.332018,57.052055
326,Lincoln Street,-135.334046,57.050451
212,Smith Street,-135.306849,57.050178
320,Price Street,-135.304179,57.053058
317,Price Street,-135.305051,57.05313
450,Katlian Street,-135.343586,57.053283
452,Katlian Street,-135.343444,57.053389
454,Katlian Street,-135.343272,57.05349
714,Pherson Street,-135.333759,57.060464
2093,Sawmill Creek Road,-135.274668,57.042017
2089,Sawmill Creek Road,-135.274273,57.042192
2085,Sawmill Creek Road,-135.274684,57.042338
2017,Cascade Creek Road,-135.36135,57.07558
2015,Cascade Creek Road,-135.361761,57.075437
2011,Cascade Creek Road,-135.362266,57.075351
2013,Cascade Creek Road,-135.361955,57.07512
2007,Cascade Creek Road,-135.362725,57.075249
2009,Cascade Creek Road,-135.362289,57.074887
2005,Cascade Creek Road,-135.362573,57.074674
2003,Cascade Creek Road,-135.362831,57.074518
103,Littlebyrd Way,-135.398617,57.106777
102,Lance Drive,-135.301216,57.046949
104,Lance Drive,-135.301308,57.047152
1410,Sawmill Creek Road,-135.301947,57.046309
1410,Sawmill Creek Road,-135.302046,57.046302
1410,Sawmill Creek Road,-135.302163,57.046413
1410,Sawmill Creek Road,-135.302275,57.046476
4608,Halibut Point ROAD,-135.390088,57.11439
4600,Halibut Point ROAD,-135.390235,57.114713
1925,Dodge Circle,-135.365576,57.071135
1950,Halibut Point Road,-135.366718,57.070206
1906,Halibut Point Road,-135.366632,57.069932
1970,Halibut Point Road,-135.366986,57.070531
1900,Halibut Point Road,-135.366359,57.069289
1904,Halibut Point Road,-135.366324,57.069603
109,Cascade Creek Road,-135.36552,57.070142
1960,Halibut Point Road,-135.366273,57.070433
1972,Halibut Point Road,-135.36638,57.070625
1952,Halibut Point Road,-135.3661,57.070229
107,Cascade Creek Road,-135.364677,57.069947
103,Cascade Creek Road,-135.365288,57.069784
1980,Halibut Point Road,-135.366929,57.070673
1982,Halibut Point Road,-135.366498,57.070819
1911,Dodge Circle,-135.365379,57.07054
118,Jacobs Circle,-135.366525,57.075975
106,Kramer Avenue,-135.368446,57.076241
107,Jacobs Circle,-135.367663,57.076771
102,Kramer Avenue,-135.368304,57.07539
114,Jacobs Circle,-135.368083,57.075835
102,Jacobs Circle,-135.368639,57.076425
2116,Halibut Point Road,-135.369024,57.075134
1916,Cascade Creek Road,-135.362497,57.073328
1921,Cascade Creek Road,-135.363365,57.073816
1924,Dodge Circle,-135.364561,57.072057
2026,Halibut Point Road,-135.366625,57.072842
1943,Dodge Circle,-135.366024,57.072453
1937,Dodge Circle,-135.365646,57.072112
1938,Dodge Circle,-135.364373,57.072425
1946,Dodge Circle,-135.365148,57.072709
1951,Cascade Creek Road,-135.364692,57.074037
1914,Cascade Creek Road,-135.362343,57.073163
1915,Cascade Creek Road,-135.363772,57.073161
1913,Cascade Creek Road,-135.363111,57.072911
1917,Cascade Creek Road,-135.363797,57.072784
1923,Cascade Creek Road,-135.364096,57.073329
1919,Cascade Creek Road,-135.36347,57.073458
201,Dodge Circle,-135.363471,57.070947
1904,Dodge Circle,-135.363816,57.071146
1906,Dodge Circle,-135.364045,57.071354
206,Cascade Creek Road,-135.362471,57.071311
1905,Cascade Creek Road,-135.363451,57.071925
1903,Cascade Creek Road,-135.363873,57.071792
211,Cascade Creek Road,-135.363142,57.071653
205,Cascade Creek Road,-135.363217,57.071349
1821,Edgecumbe Drive,-135.362392,57.071097
1840,Edgecumbe Drive,-135.360866,57.071695
1904,Cascade Creek Road,-135.362091,57.072343
1902,Cascade Creek Road,-135.362009,57.072093
1900,Cascade Creek Road,-135.362059,57.071951
105,Hanlon Street,-135.374753,57.08297
104,Hanlon Street,-135.374106,57.0824
101,Hanlon Street,-135.374809,57.082354
110,Hanlon Street,-135.374189,57.083168
112,Hanlon Street,-135.374299,57.083422
116,Hanlon Street,-135.374815,57.083771
114,Hanlon Street,-135.374499,57.083631
2166,Halibut Point Road,-135.371847,57.075868
2307,Halibut Point Road,-135.375307,57.077336
2309,Halibut Point Road,-135.376029,57.077763
2219,Halibut Point Road,-135.374245,57.076991
2217,Halibut Point Road,-135.374249,57.076582
2221,Halibut Point Road,-135.374729,57.076757
2303,Halibut Point Road,-135.374609,57.077259
2305,Halibut Point Road,-135.374798,57.077441
2309,Halibut Point Road,-135.375763,57.077192
2301,Halibut Point Road,-135.375247,57.077004
2160,Halibut Point Road,-135.371334,57.075825
2150,Halibut Point Road,-135.371403,57.075596
102,Kuhnle Drive,-135.37559,57.079428
2402,Halibut Point Road,-135.375818,57.079347
2323,Halibut Point Road,-135.376253,57.078662
195,Brightman Street,-135.375016,57.080663
197,Brightman Street,-135.374803,57.080862
191,Brightman Street,-135.375107,57.080114
193,Brightman Street,-135.375062,57.080384
189,Brightman Street,-135.375037,57.079842
2406,Halibut Point Road,-135.376271,57.07985
2403,Halibut Point Road,-135.376715,57.079212
2407,Halibut Point Road,-135.377065,57.079701
2412,Halibut Point Road,-135.375821,57.08045
2408,Halibut Point Road,-135.376179,57.080204
2416,Halibut Point Road,-135.376615,57.080831
2414,Halibut Point Road,-135.37648,57.080543
104,Kuhnle Drive,-135.375312,57.079621
101,Kuhnle Drive,-135.375834,57.079944
2410,Halibut Point Road,-135.375604,57.080184
103,Kuhnle Drive,-135.375411,57.079932
2370,Halibut Point Road,-135.374115,57.079124
2316,Halibut Point Road,-135.375206,57.07876
2318,Halibut Point Road,-135.375285,57.079197
2314,Halibut Point Road,-135.374631,57.078389
2308,Halibut Point Road,-135.374508,57.078077
2310,Halibut Point Road,-135.373078,57.078114
187,Brightman Street,-135.374954,57.079564
199,Brightman Street,-135.374579,57.081046
100,Hanlon Street,-135.374441,57.082024
119,Emmons Street,-135.372364,57.081171
121,Emmons Street,-135.371999,57.081372
109,Emmons Street,-135.37051,57.07986
207,Cushing Street,-135.371625,57.079678
211,Cushing Street,-135.371987,57.080137
209,Cushing Street,-135.371861,57.079893
116,Emmons Street,-135.370774,57.080548
113,Emmons Street,-135.371192,57.080323
210,Cushing Street,-135.371417,57.080227
114,Emmons Street,-135.370382,57.080347
112,Emmons Street,-135.370024,57.080153
111,Emmons Street,-135.370828,57.080084
208,Cushing Street,-135.371153,57.079953
205,Cushing Street,-135.371477,57.079433
206,Cushing Street,-135.370863,57.079691
213,Cushing Street,-135.372016,57.08039
118,Emmons Street,-135.371083,57.080752
115,Emmons Street,-135.371719,57.08069
215,Cushing Street,-135.371775,57.080583
117,Emmons Street,-135.372065,57.080889
120,Emmons Street,-135.37135,57.081026
122,Emmons Street,-135.371558,57.081292
201,Cushing Street,-135.371561,57.079028
2214,Halibut Point Road,-135.372539,57.076531
112,Sand Dollar Drive,-135.371855,57.077742
111,Sand Dollar Drive,-135.372456,57.07754
106,Sand Dollar Drive,-135.371298,57.077286
109,Sand Dollar Drive,-135.372341,57.077297
107,Sand Dollar Drive,-135.372188,57.077108
108,Sand Dollar Drive,-135.371535,57.077385
110,Sand Dollar Drive,-135.371592,57.077618
2222,Halibut Point Road,-135.3735,57.077232
2218,Halibut Point Road,-135.373399,57.076991
2220,Halibut Point Road,-135.373318,57.077041
2216,Halibut Point Road,-135.372907,57.076744
2306,Halibut Point Road,-135.374172,57.077799
2304,Halibut Point Road,-135.373832,57.077653
2302,Halibut Point Road,-135.373761,57.077455
103,Jacobs Circle,-135.368228,57.076879
101,Kramer Avenue,-135.370741,57.07581
105,Kramer Avenue,-135.370146,57.076228
2180,Halibut Point Road,-135.371421,57.076509
2174,Halibut Point Road,-135.371007,57.076392
2176,Halibut Point Road,-135.370589,57.076573
2178,Halibut Point Road,-135.370832,57.076832
102,Sand Dollar Drive,-135.370941,57.076994
104,Sand Dollar Drive,-135.37121,57.077129
105,Sand Dollar Drive,-135.371941,57.076923
2212,Halibut Point Road,-135.372399,57.076345
2210,Halibut Point Road,-135.372043,57.076185
202,Cushing Street,-135.370729,57.079123
200,Cushing Street,-135.370852,57.078894
203,Cushing Street,-135.37143,57.079225
109,Naomi Kanosh Lane,-135.309546,57.057871
107,Naomi Kanosh Lane,-135.309866,57.057635
105,Naomi Kanosh Lane,-135.309817,57.057483
112,Naomi Kanosh Lane,-135.308495,57.057984
110,Naomi Kanosh Lane,-135.308627,57.05783
108,Naomi Kanosh Lane,-135.308958,57.057646
106,Naomi Kanosh Lane,-135.309188,57.057458
101,Naomi Kanosh Lane,-135.309748,57.057173
103,Naomi Kanosh Lane,-135.309905,57.057329
100,Katherine Benson Drive,-135.307921,57.058253
102,Katherine Benson Drive,-135.308341,57.058404
104,Katherine Benson Drive,-135.308465,57.058456
106,Katherine Benson Drive,-135.308693,57.058545
108,Katherine Benson Drive,-135.309016,57.05863
705,Halibut Point Road,-135.346202,57.057061
109,Lance Drive,-135.301706,57.048431
106,Burkhart Street,-135.302173,57.048398
104,Burkhart Street,-135.303138,57.048512
102,Burkhart Street,-135.30388,57.048271
135,Lillian Drive,-135.30374,57.047169
107,Lance Drive,-135.301744,57.048166
103,Lance Drive,-135.301766,57.047435
105,Lance Drive,-135.301751,57.047776
101,Lillian Drive,-135.304281,57.047975
103,Lillian Drive,-135.303991,57.047971
105,Lillian Drive,-135.30374,57.047971
107,Lillian Drive,-135.303489,57.047971
109,Lillian Drive,-135.303239,57.047971
111,Lillian Drive,-135.302988,57.047971
113,Lillian Drive,-135.302737,57.04797
115,Lillian Drive,-135.302479,57.047987
117,Lillian Drive,-135.302273,57.047925
119,Lillian Drive,-135.302083,57.047812
121,Lillian Drive,-135.302126,57.047663
123,Lillian Drive,-135.302128,57.04753
101,Lance Drive,-135.302101,57.047126
127,Lillian Drive,-135.302621,57.047074
100,Lillian Drive,-135.304268,57.047595
102,Lillian Drive,-135.303978,57.047591
104,Lillian Drive,-135.303727,57.047591
106,Lillian Drive,-135.303476,57.047591
108,Lillian Drive,-135.303225,57.047591
110,Lillian Drive,-135.302974,57.047591
112,Lillian Drive,-135.302686,57.047575
132,Lillian Drive,-135.303363,57.047394
130,Lillian Drive,-135.302917,57.047393
4306,Halibut Point ROAD,-135.395652,57.110098
4306,Halibut Point ROAD,-135.3968,57.110002
1308,Edgecumbe Drive,-135.354837,57.06489
511,Charteris Street,-135.354673,57.068477
725,Siginaka Way,-135.351517,57.057634
1910,Sawmill Creek Road,-135.284268,57.041795
4260,Halibut Point Road,-135.396299,57.108612
204,Lincoln Street,-135.336527,57.049591
202,Lincoln Street,-135.336495,57.049542
501,Sawmill Creek Road,-135.332324,57.053727
505,Sawmill Creek Road,-135.331522,57.054081
1610,Halibut Point Road,-135.362363,57.066407
1908,Cascade Creek Road,-135.362145,57.072748
1933,Dodge Circle,-135.365753,57.071789
1931,Dodge Circle,-135.366064,57.07165
4268,Halibut Point Road,-135.396132,57.109015
4324,Halibut Point ROAD,-135.393361,57.111499
223,Observatory Street,-135.336942,57.051842
219,Observatory Street,-135.337232,57.051557
120,Jarvis Street,-135.309887,57.050005
1408,Sawmill Creek Road,-135.302199,57.046165
112,Oceanview Street,-135.300848,57.048339
1616,Sawmill Creek Road,-135.293074,57.046506
